cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,webaddr,idntilr,idntigr,intincy,intexpy,nimy,noniiay,nonixay,elnatry,noijy,roa,roaptx,roe,roeinjr,ntlnlsr,elnantr,iderncvr,eeffr,astempm,iddivnir,ernastr,lnatresr,lnresncr,nperfv,nclnlsr,lnlsntv,lnlsdepr,idlncorr,depdastr,eqv,rbc1aaj,rbc1rwaj,rbcrwaj,rbct1cer,asset5,ernast5,eq5,lnlsgr5
"15913","10320","371232","1208018","First Community Bank and Trust","Beecher","IL","60401","3/31/2015","5/17/2015","SM","1111 Dixie Highway","FIRST COMMUNITY BANCORP, INC.","2","0","0","8","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/16/1916","10/4/1952","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.firstcbt.com","","","3.81482414238707","9.24805852699896E-02","3.72234355711708","1.80583727743971","4.01171963038089","0.695853053865224","0.217151228307415","0.323980166779355","0.408496732026144","2.87015661071941","1.12310476071629","0.326951103845531","466.037735849057","6.49056603773585","80.5429864253394","4.0014","60.8695652173913","85.550057479882","2.34502789879997","37.0263094376056","6.64410313533121","6.33340976840174","45.6133210519175","53.2994585033333","55.1192448402016","85.579332947754","11.5038308020764","10.0915921288014","17.7173366834171","18.9748743718593","17.7173366834171","141984","121106.5","16027","64841.5"
"27211","11231","1188772","2016340","First Community Bank of Bedford County","Shelbyville","TN","37160","3/31/2015","5/17/2015","NM","207 Elm Street","FIRST COMMUNITY BANCORP, INC.","4","0","0","4","0","Bedford","","","4/1/1988","4/1/1988","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","www.firstcommunitybanker.com","","","4.18804005281911","0.578399393483969","3.60964065933514","7.77205796973232","7.71787031456487","0.171409929611342","1.92089708216065","1.92089708216065","2.86420463027984","14.5215901015759","14.5215901015759","8.89076776573699E-02","303.921568627451","53.8235294117647","71.7708761826409","1.24923255813953","0","82.7915610647334","0.880077130355245","394.824399260628","0.29386812900412","0.222903430487915","63.9781500402905","96.3150688222153","107.315397620566","66.4258986912895","12.9889713019821","12.5636469601558","16.5211767300841","16.5211767300841","16.5211767300841","361706","298755.5","47846","229451.5"
"57124","0","3034257","3034248","First Community Bank of Central Alabama","Wetumpka","AL","36092","3/31/2015","5/17/2015","NM","715 Wilson Street","CENTRAL ALABAMA BANCSHARES, INC.","7","0","0","4","1","Elmore","33860","Montgomery, AL","8/28/2001","8/28/2001","2/15/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","http://www.fcbca.com","","","4.28971879240534","0.452010649170557","3.83770814323479","0.80732768599702","2.29257317891213","0.207768154484527","1.77945707213117","1.78918062176104","1.95658239194572","22.4272639333284","5.49148002083488","0.316337429806605","106.707317073171","11.0609756097561","51.562082777036","4.70266666666667","75.5142667551427","95.1144740572725","2.03564039244477","376.543209876543","0.844083734996692","0.540612694386972","60.6901521595312","66.5815599160165","72.3846292036676","91.1515924770816","8.069594083735","7.99145759305122","12.4938040682722","13.752630348375","12.4938040682722","336914","319461.5","26878","207373.5"
"30166","4876","812379","4565721","First Community Bank of Cullman","Cullman","AL","35055","3/31/2015","5/17/2015","NM","420 2nd Avenue, Sw","SOUTHERN COMMUNITY BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","8","0","Cullman","","","1/1/1905","9/24/1941","7/15/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.fcbcullman.com","","","3.30429389043954","0.315768699427669","2.98852519101187","0.479588778132793","2.52039208933616","1.02040165560169E-02","0.499996811244826","0.499996811244826","0.653057059585079","4.74950021203126","4.74950021203126","0.128918587911734","13.3333333333333","8.66666666666667","79.1666666666667","5.71185714285714","0","90.7173048545632","0.790547798066595","2164.70588235294","0.669034339594328","3.65198711063373E-02","57.7520446189631","67.8538369991625","78.5688766396162","85.1124227796814","10.3794112497812","11.0873856814794","20.729655761167","21.653652045095","20.729655761167","78400.5","70938","8253.5","46541"
"33794","13619","2037185","2224239","First Community Bank of East Tennessee","Rogersville","TN","37857","3/31/2015","5/17/2015","NM","809 West Main Street","FIRST COMMUNITY CORPORATION","6","0","0","4","0","Hawkins","28700","Kingsport-Bristol-Bristol, TN-VA","4/26/1993","4/26/1993","11/2/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","http://www.fcbanktn.com","","","3.63996189877281","0.350186036331801","3.28977586244101","0.601982241523875","3.12170790961667","0","0.316234171091953","0.318190613376905","0.35043966202997","2.95166155610401","2.95166155610401","0.109864454728978","0","5.4","89.9628252788104","3.64036538461538","0","87.556194169013","2.41635521138627","51.3817419477797","4.28634065684446","4.70275066548358","57.5158875641181","70.9204012506514","76.318150593711","81.0992134137","10.6936645201507","10.8380027124725","15.6810932516105","16.9397710926262","15.6810932516105","186052","162199.5","20056.5","109225.5"
"34887","0","2716828","3123339","First Community Bank of Eastern Arkansas","Marion","AR","72364","3/31/2015","5/17/2015","SM","205 Block Street","FCB FINANCIAL SERVICES, INC","2","0","0","4","0","Crittenden","32820","Memphis, TN-MS-AR","10/13/1998","10/13/1998","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","http://www.fcbea.com","","","4.1679514306068","0.447983895262499","3.7199675353443","0.412928534329523","2.38982389243212","0","0.908442775524951","0.908442775524951","1.4091186233995","8.08150380255417","8.08150380255417","-5.86814103710224E-02","0","","62.9076086956522","5.0201","0","90.815588002895","1.27304010396647","248.392857142857","0.855228647503702","0.512510753573847","71.6287192154207","81.6492582500757","120.086607073282","87.7273361088425","11.7062741114055","10.6756182995436","15.0319470911333","15.0319470911333","15.0319470911333","154990.5","141076.5","17422.5","109063.5"
"34752","15522","2696180","2917278","First Community Bank of Hillsboro","Hillsboro","IL","62049","3/31/2015","5/17/2015","NM","807 South Main Street","FIRST COMMUNITY BANC HOLDING COMPANY","2","0","0","2","1","Montgomery","","","5/29/1998","5/29/1998","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","www.fcbhillsboro.com","","","3.2658886167315","0.450088851381485","2.81579976535002","0.487943939484344","2.45032717436703","2.65186923632796E-02","0.721414507050657","0.731915909226516","0.742523386171828","7.38955823293173","1.98125836680054","2.62189060161465E-02","166.666666666667","47.6666666666667","76.3636363636364","3.94036842105263","73.1884057971015","96.7956509543591","0.844925985375424","83.4801762114538","0.606408698091282","1.01212769752096","59.408016883273","72.468797862287","73.7338571973276","81.9773732084897","10.0538287897204","10.1213004694208","18.1879355924057","19.098774333093","18.1879355924057","75418.5","72874.5","7470","45768.5"
"7609","11277","767817","1143427","First Community Bank of Mercersburg","Mercersburg","PA","17236","3/31/2015","5/17/2015","NM","12 South Main Street","MERCERSBURG FINANCIAL CORPORATION","1","0","0","8","0","Franklin","16540","Chambersburg-Waynesboro, PA","1/1/1909","1/1/1934","12/15/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","http://www.fcbmbg.com","","","4.35230352303523","0.466124661246612","3.88617886178862","0.414816580743213","3.18979646571505","0","0.560240784337098","0.560240784337098","0.643680901153262","4.83738163853438","2.84067517496912","0.21232468994908","0","3.85714285714286","83.2089552238806","3.1072962962963","41.2765957446808","88.0454605051432","1.23958159376945","84.349173553719","1.16273525871008","1.46958356738375","77.5385293872248","89.2756666254958","93.0411338997111","86.8529268031038","11.5969581749049","11.60546786316","16.1376078955895","17.3887398127456","16.1376078955895","167785","147600","19432","131873.5"
"14735","9522","837149","2156451","First Community Bank of the Heartland, Inc.","Clinton","KY","42031","3/31/2015","5/17/2015","NM","114 East Jackson Street","FIRST TRUST FINANCIAL CORPORATION","6","0","0","2","1","Hickman","","","1/1/1934","9/10/1934","11/3/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","www.fcbheartland.com","","","4.2549917285423","0.418061272906808","3.83693045563549","0.514312237114086","2.79296914414869","0.138379974111413","1.03323714003189","1.10242712708759","1.10242712708759","9.39419250233381","3.3999901734388","3.85586766662168E-03","6000","508","68.586387434555","3.60247916666667","63.8075313807531","90.652270716347","0.875507765830347","260.227272727273","0.272381866654329","0.336439665471924","59.9754798489466","69.4890951120641","75.6983423720648","86.3091967915614","11.9333329477964","9.42521742242583","15.7080085891522","16.6186177827263","15.7080085891522","173435.5","155958","20353","103738"
"16207","12125","947842","3283587","First Community Bank, Missouri","Poplar Bluff","MO","63901","3/31/2015","5/17/2015","NM","2911 N. Westwood Boulevard","STERLING BANCSHARES, INC.","6","0","0","4","0","Butler","","","10/24/1944","11/1/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","http://www.1stcombank.com","","","3.61147142086178","0.47870174873839","3.13276967212339","0.872463142954547","2.90264452345006","0","0.572346953684313","0.57329316570538","0.848807842427869","6.2342771756606","-3.13227032854792","0.21888170390988","0","5.85576923076923","76.6604823747681","4.01406666666667","150.242718446602","92.2113899453588","1.80122483288636E-02","7.48440748440748","0.689907159821295","0.240663651282872","66.3759113783196","73.876025450015","77.6438132613215","89.8477022470977","9.56037933268007","8.97347357371253","11.6401049925197","11.6562301235364","11.6401049925197","287462","264047.5","26434.5","190057"
"26435","0","359360","3633034","First Community Bank, National Association","Sugar Land","TX","77478","3/31/2015","5/17/2015","N","3 Sugar Creek Ctr Blvd No 20","JLL ASSOCIATES G. P. FCH, L.L.C.","20","0","0","4","0","Fort Bend","26420","Houston-The Woodlands-Sugar Land, TX","11/12/1985","11/12/1985","12/12/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","myfcbtexas.com","","","4.47399808012209","0.562137452407767","3.91186062771432","0.447147788919941","3.38087352598004","0","0.647947298147977","0.647947298147977","0.651154958039799","6.33343000697618","6.33343000697618","-3.40773918868119E-03","0","","82.6889419252188","3.88543396226415","0","91.6689328308923","1.26636712783783","285.346062052506","0.415517397666498","0.443800457146247","75.4440063193608","84.825437384773","89.1840124300142","88.9403092342955","10.400560713777","10.3805097727747","12.636387803125","13.8239782606555","12.636387803125","623507.5","571390.5","63788.5","469519.5"
"22964","11675","334264","1107009","First Community Bank, National Association","San Benito","TX","78586","3/31/2015","5/17/2015","N","1151 West Highway 77","FIRST SAN BENITO BANCSHARES CORPORATION","8","0","0","4","0","Cameron","15180","Brownsville-Harlingen, TX","10/1/1979","10/1/1979","12/6/2013","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","www.fcbweb.net","","","4.93208932027497","0.287132776584253","4.64495654369072","0.818173714918378","3.44533701970216","0.312757536283784","0.906996855222973","0.915754066238919","1.30232238108568","10.8142047238278","10.075529537774","-4.05289021733624E-03","-12500","","68.2527881040892","3.15353921568627","6.83060109289618","90.9855406779187","1.52580268299561","632.567849686848","0.367467613419097","0.241207750876204","60.7950606383739","66.8090165558615","70.6624172520452","90.9982870164552","8.55745645260072","8.20763864994213","12.7130633642451","13.9660067637625","12.7130633642451","319736.5","291154.5","27075.5","197390"
"3850","12627","242","3088643","First Community Bank, Xenia-Flora","Xenia","IL","62899","3/31/2015","5/17/2015","SM","260 Front Street","FIRST COMMUNITY BANCSHARES","2","0","0","2","1","Clay","","","1/1/1922","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.fcbxeniaflora.com","","","3.98045313194136","0.446785555626071","3.53366757631529","0.390839694656489","2.33526717557252","0","1.37770992366412","1.37770992366412","1.45587786259542","10.9143686502177","-3.0188679245283","0","","","61.5979381443299","3.68554545454545","127.659574468085","96.3000419328581","0.761973875181422","26.507713884993","1.75871340124812","2.8745363651024","60.7163118817987","79.2192327497425","85.1111648974793","76.6433980414889","12.8511876865396","11.7040115222062","20.0891590678825","20.855116514691","20.0891590678825","40937.5","39392.5","5167.5","25803.5"
"58769","0","3809446","3447585","First Community Financial Bank","Plainfield","IL","60544","3/31/2015","5/17/2015","NM","14150 S Route 30","FIRST COMMUNITY FINANCIAL PARTNERS, INC.","6","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","11/3/2008","11/3/2008","5/14/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","www.fcbankgroup.com","","","3.98955009631339","0.451261333368174","3.53828876294522","0.182869614284717","2.15607111667156","0","0.861303095196103","0.867032157238029","1.35468446199728","6.95149928015755","6.95149928015755","7.23907619127691E-02","0","24.8582677165354","61.5702982349361","8.9164953271028","0","93.915928160031","1.93087365796713","221.832233134761","0.918281249181135","0.870420691655817","73.3477278801759","87.3046270697554","106.927190770876","84.0135630171949","12.4359451400062","12.2998812594685","14.5862323201734","15.8424280060976","14.5862323201734","938373.5","880199.5","117039.5","701747"
"1639","11499","619859","1096037","First Community National Bank","Cuba","MO","65453","3/31/2015","5/17/2015","N","407 North Franklin","STEELVILLE COMMUNITY BANC-SHARES, INC.","8","0","0","4","1","Crawford","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","www.fcnb.com","","","4.88600668760766","0.843043874759348","4.04296281284831","1.77821907297919","4.2388409983301","0.182335153676039","0.958613530712642","1.07595793654376","1.07595793654376","12.595429929996","5.19878483687756","0.704967126777047","39.453125","2.46875","78.7919463087248","2.80355","58.7248322147651","89.2992812683919","1.33935060530341","119.592088998764","2.36931747249024","1.11993244412451","63.5524602735817","78.2775834326416","97.0940846298466","81.1885823331134","8.57618020010344","8.37853153080223","14.2608908655281","15.5139814906956","14.2608908655281","221570","197380","18927.5","145255"
"35312","0","2897754","0","First CornerStone Bank","King Of Prussia","PA","19406","3/31/2015","5/17/2015","NM","1004 West Ninth Avenue","","6","0","0","4","0","Montgomery","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3/20/2000","3/20/2000","9/1/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","http://www.firstcornerstone.com","","","3.42132203097942","0.784531338199979","2.63679069277944","-0.167694376997921","5.68763428651283","0.44718500532779","-3.89540063234755","-3.81504707670271","-3.81504707670271","-67.1793294370963","-67.1793294370963","2.8779443254818","27.7056277056277","-2.13636363636364","253.978159126365","3.19761111111111","0","91.4432649373664","1.64718888186987","9.4414773241604","15.9598311239293","17.4463044851548","54.1002831975259","57.1558370044053","57.4861077777983","94.6539951700054","5.18355716941467","5.26826942602615","7.84089565183112","9.09186475867597","7.84089565183112","114494","104521","6502","64212.5"
"18204","7711","958204","0","First County Bank","Stamford","CT","6901","3/31/2015","5/17/2015","SB","160 Atlantic Street","","15","0","0","5","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","6/20/1851","7/1/1960","12/31/2011","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","www.firstcountybank.com","","","3.73907778984937","0.630144492041833","3.10893329780753","0.434159130252294","2.72743866784059","5.60566985477461E-02","0.374985679265293","0.390995472370529","0.572619175665227","4.62676976016252","4.62676976016252","8.87643945839598E-02","90.9090909090909","9.81363636363636","81.8418839360807","6.67880841121495","0","93.3002627224483","0.951086956521739","46.7865434965173","1.89754874008669","2.0328215880973","69.0100856034395","97.3331346547433","114.370510375056","70.900917604503","8.56664089584507","9.47392504496412","14.6215706938661","15.6537546495141","14.6215706938661","1427126.5","1330488.5","120602.5","991388.5"
"10887","0","327949","1250473","First County Bank","New Baden","IL","62265","3/31/2015","5/17/2015","NM","14-22 East Hanover Street","FIRST CO BANCORP, INC.","7","0","0","5","0","Clinton","41180","St. Louis, MO-IL","1/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","http://www.fcbbanks.com","","","3.790533341437","0.584456580656124","3.20607676078088","0.826168973371227","2.57999954944861","0.142279386918122","0.73605869498975","0.73605869498975","1.16858803122084","7.86539631056152","7.86539631056152","0.157759810688227","108.695652173913","10.0144927536232","66.3091175036568","5.407","0","95.793415942297","1.36347197106691","73.2914610438164","1.60208988348437","1.86034218945611","81.9652764934344","96.1580082177291","99.874364427668","85.240197891622","9.23571296467542","9.23333278105332","15.0747554844519","16.3325952460999","15.0747554844519","421705.5","403109.5","39464","349899"
